

<<START>>,<<FMS_SECURITY_MST>>,,,, 	(27-APR-2025 10:57:34)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825019,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825020,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825020,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825021,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825021,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825022,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825022,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825023,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825023,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825024,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825024,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825025,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825025,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825026,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825026,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825027,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825027,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825028,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825028,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825029,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825029,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825030,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825030,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825031,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825031,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825032,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825032,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825033,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825033,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825034,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825034,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825035,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825035,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825036,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825036,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825037,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825037,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825038,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825038,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825039,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825039,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825040,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825040,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825041,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825041,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825042,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825042,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825043,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825043,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825044,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825044,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825045,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825045,0,1,D, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825046,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825046,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825047,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825047,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825048,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825048,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825049,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825049,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825050,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825050,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825051,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825051,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825052,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825052,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825053,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825053,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825054,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825054,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825055,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825055,0,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825056,21,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,21,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,21,2,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,21,2,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,20,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,20,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,20,2,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,20,2,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,19,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,19,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,18,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,18,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,17,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,17,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,16,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,16,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,15,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,15,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,14,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,14,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,13,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,13,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,12,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,12,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,11,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,11,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,10,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,10,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,9,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,9,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,8,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,8,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,7,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,7,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,6,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,6,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,5,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,5,1,D, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825056,4,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,4,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825056,3,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,3,1,D, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825056,2,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,2,1,D, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825056,1,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,1,1,D, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825056,0,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825057,0,1,D, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825058,13,2,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,13,2,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,13,2,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825058,13,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825058,13,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825059,13,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,13,1,D, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825058,12,2,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,12,2,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825058,12,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,12,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825058,11,2,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,11,2,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825058,11,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,11,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825058,10,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,10,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825058,9,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,9,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825058,8,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,8,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825058,7,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,7,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825058,6,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,6,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825058,5,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,5,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825058,4,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,4,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825058,3,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,3,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825058,2,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,2,1,D, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825058,1,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,1,1,D, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825058,0,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825059,0,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825060,4,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825060,3,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825060,2,1,D, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825060,1,1,D, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825060,0,1,D, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,1, 0, 0,825061,1,1,D, 	(27-APR-2025 10:57:38)
2,1, 0, 0,825061,0,1,D, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825062,3,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825062,2,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825062,1,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825062,0,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825063,4,1,I, 	(27-APR-2025 10:57:38)
2,43, 0, 0,825063,3,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,2,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825063,2,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825063,1,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825063,0,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825064,1,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825064,0,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825065,1,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825065,0,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825066,1,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825066,0,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825067,1,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825067,0,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825068,1,1,I, 	(27-APR-2025 10:57:38)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:38)	 (Not Inserted)
2,43, 0, 0,825068,0,1,I, 	(27-APR-2025 10:57:38)
