

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(10-MAR-2025 11:28:18)
2 ,168 , GSIGLIM , 2 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,134 , GSINLIM , 1 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,134 , GSINLIM , 1 , R , 2, 	(10-MAR-2025 11:28:19)

TOTAL DATA IN EXCEL : ,74,,,,, 	(10-MAR-2025 11:28:19)
 

TOTAL DATA INSERTED : ,32,,,,, 	(10-MAR-2025 11:28:19)
 

TOTAL SKIPPED DATA ,42,,,,, 	(10-MAR-2025 11:28:19)
 
<<END>>,<<FMS_METER_MST>>,,,,, 	(10-MAR-2025 11:28:19)
 
